processed_data,label
son xinh màu son lên cũng oke phù_hợp giá tiền giao hàng hơi lâu vì là hàng qte,"[0, 0, 0, 1, 0, 1, 1, 0]"
son đẹp rẻ ưng lắm ạ giao hàng nhanh đóng_gói cẩn_thận màu siêu xinh,"[0, 0, 0, 0, 0, 1, 1, 1]"
đánh mịn lên đúng màu mùi siu thơm giá lại rẻ siu ưng luôn,"[0, 1, 1, 1, 0, 1, 0, 0]"
mua cây thứ 2 của shop chất và màu vẫn ok nhưng mình thấy vẫn thích màu 25 hơn,"[0, 1, 0, 0, 0, 1, 0, 0]"
vkj kosihavs s kousvwgw klsusvs,"[0, 0, 0, 0, 1, 0, 0, 0]"
mình thấy màu giống hình mà makeup lên xinh lắm đó chất son thì miễn bàn trước giờ rất thích chất son của merzy lâu trôi lớp base k bị hồng sến,"[1, 1, 0, 0, 0, 1, 0, 0]"
son rẻ đẹp hợp giá tiền hình_ảnh trên chỉ mang tính chấty nhận xu,"[0, 0, 0, 1, 0, 0, 0, 0]"
smiling_face_with_hearts sản_phẩm rất xinh_đẹp tuyệt_vời tôi không_thể trông_đợi gì hơn cảm_ơn nhà cung_cấp nhà_sản_xuất cảm_ơn người bán hàng cảm_ơn sàn thương_mại_điện_tử cảm_ơn người vận_chuyển để tôi có cơ_hội dùng sản_phẩm tốt như thế này smiling_face_with_sunglasses hàng đóng_gói rất đẹp quả_nhiên người bán đã gửi_gắm rất nhiều tâm_tư,"[0, 0, 0, 0, 1, 0, 0, 0]"
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm tuyệt_vời đẹp,"[0, 0, 0, 0, 0, 0, 0, 1]"
sản_phẩm đóng_gói chắc_chắn săn sale nên được giá rẻ smiling_face_with_open_hands rainbow,"[0, 0, 0, 1, 0, 0, 0, 1]"
chất son khá ổn mới test thử 2 cây thì lên màu chuẩn nha mùi nên mình khá thích red_heart,"[0, 1, 1, 0, 0, 1, 0, 0]"
shop giao hàng nhanh đóng_gói cẩn_thận sản_phẩm đẹp như mô_tả cám_ơn shop vẫn phục_vụ trong màu dịch sẽ ủng_hộ tiếp lần sau ko kịp chụp ảnh,"[0, 0, 0, 0, 0, 0, 1, 1]"
màu đẹp chất son mướt lì mỗi tội oder nhầm vỏ cũ mọi thứ đều perfect trừ cọ tán quá chán luôn,"[1, 1, 0, 0, 0, 1, 0, 0]"
đóng gói cẩn_thận giao hàng nhanh màu bôi lên xinh lắm mọi người ơi,"[0, 0, 0, 0, 0, 1, 1, 1]"
tuỵt vời e,"[0, 0, 0, 0, 1, 0, 0, 0]"
mua nhiều lần lắm lun í tại vì thích cái cách bọc hàng của shop chắc_chắn mà đẹp lắm lun tại mua nhiều nên mình k check vì mình biết auth rùi nchung 10 đỉm lun nha mua đi mua lại mãi vẫn chọn chỗ này thui giá_cả cũng rẻ nữa nên mua nha mọi ngừi,"[0, 0, 0, 1, 0, 0, 0, 1]"
do dịch nẻn giao hàng hơi lâu nhưng đóng_gói đẹp mẫu cũng đẹp chưa sd nên chưa biết chất_lượng ra sao,"[0, 0, 0, 0, 0, 0, 1, 1]"
cmt mang tính_chất nhận xu nhma sp khá ok ạ ảhvs video k liên qua lắm,"[0, 0, 0, 0, 1, 0, 0, 0]"
đóng gói sản_phẩm cẩn_thận màu son xinh lắm hình_ảnh chỉ mang tính_chất nhận xu thôi hihi,"[0, 0, 0, 0, 0, 1, 0, 1]"
son đẹp cực màu_sắc đúng đỉnh mùi thơm rất đáng tiền đóng_gói cẩn_thận shiper nhiệt_tình nhất_định sẽ ủng_hộ shop tiếp trong tương_lai,"[0, 0, 1, 1, 0, 1, 1, 1]"
giao hàng nhanh son vỏ đẹp lên màu đẹp mịn rất okio với giá này,"[0, 1, 0, 0, 0, 1, 1, 0]"
màu k giống ảnh đâu tươi lắm tuy_nhiên gias này nên k đòi_hỏi shrghdhj cbmhm mbmb,"[0, 0, 0, 1, 0, 1, 0, 0]"
máu xon xinh giống ảnh mẫu mỗi tội hàng quốc_tế nên giao hơi lâu,"[0, 0, 0, 0, 0, 1, 1, 0]"
giao hàng nhanh màu 401 khác hẳn so với hình nhưng màu lên vẫn đẹp giống mấy màu mình hay dùng hằng ngày,"[0, 0, 0, 0, 0, 1, 1, 0]"
god,"[0, 0, 0, 0, 1, 0, 0, 0]"
công_dụng depjd kết_cấu ok độ bền_màu ok mascara rấc lè xinh luông son mua thỏi t2 ruìu,"[1, 1, 0, 0, 0, 0, 0, 0]"
mình mua trúng đợt sale nên giá khá rẻ đc_shop tặng 1 cây son eglips màu 04 gần giống với 2 tone màu mình mua son cảm_ơn shop rất nhiều,"[0, 0, 0, 1, 0, 1, 0, 0]"
màu 92 rất đẹp nha chất son lỏng nhg đánh lên môi sẽ lì luôn ko bị dính đâu cảm_giác đánh như ko đánh ấy ship trong vòng 1 tuần lúc lấy cọ son ra hơi kẹt thôi còn đâu mình nghĩ ok hundred_points,"[1, 1, 0, 0, 0, 1, 1, 0]"
son đẹp hơi khô tí nhưng mà với giá như vạy thì xứng_đáng rồi growing_heart giao hàng hơi lâu chắc do vận_chuyển nên hộp son hơi bị méo ảnh vid mang tính_chất lấy xu,"[0, 1, 0, 1, 0, 0, 1, 1]"
son không thơm lắm,"[0, 0, 1, 0, 0, 0, 0, 0]"
giao hàng nhanh chất son cũng ok mịn nhưng mình ko thích màu này một_tí huhu smiling_face_with_hearts,"[0, 1, 0, 0, 0, 1, 1, 0]"
son xinh xĩu_shop giao đủ nha mấy bạn gia ngăm nên mua màu này tôn da xĩu ý,"[0, 0, 0, 0, 0, 1, 0, 0]"
son lên màu phải gọi là đỉnh quá luôn nha quá xuất_sắc,"[0, 0, 0, 0, 0, 1, 0, 0]"
hình_ảnh mang tc nhận xu lên màu đẹp trông tự_nhiên lắm mỗi tội mùi ko thích lắm ngửi như mùi cofe nồng lắm,"[0, 0, 1, 0, 0, 1, 0, 0]"
công_dụng son môi kết_cấu kem lì độ bền_màu tốt lên màu chuẩn lắm mng ơi không bị sỉn men răng hay kén da đâu da ngăm hay da_trắng đều dùng được đáng đồng_tiền ghê lun mình được tặng thêm gương lì_xì cute lắm mng nên thoa một lớp son_dưỡng trước khi dùng nhe nên mua nha mng,"[1, 1, 0, 1, 0, 1, 0, 0]"
vì dịch nên thời_gian giao hàng hơi lâu son thơm lên màu đẹp smiling_face_with_heart eyes,"[0, 0, 1, 0, 0, 1, 1, 0]"
chất lg sp tuyệt_vời giao hàng khá lâu phục_vụ tốt đáng tiền,"[0, 0, 0, 1, 0, 0, 1, 0]"
đóng gói giao hàng kĩ_lưỡng nhanh_chóng ạ thanks_shop ạ,"[0, 0, 0, 0, 0, 0, 1, 1]"
hàng quốc_tế nên giao hơi lâu đóng_gói siêu cẩn_thận chắc_chắn luôn son màu đẹp mịn rất thích smiling_face_with_heart eyes,"[0, 1, 0, 0, 0, 1, 1, 0]"
son lên màu rất đẹp chất cx đẹp mùi k thơm lắm nhưng vs số tiền đó thì rất được luôn,"[0, 1, 1, 1, 0, 1, 0, 0]"
son rất đẹp lâu trôi thiên cam nha_shop đóng_gói có tâm lắm luôn đáng mua,"[1, 0, 0, 0, 0, 1, 0, 1]"
son rẻ mà đánh lên như màu môi tự_nhiên vậy rất hợp vs những ai thích màu môi đẹp tự_nhiên những ng k thích quá đậm,"[0, 0, 0, 1, 0, 1, 0, 0]"
son nhà bia thì khủi phải bàn về chất_lượng màu 25 siu siu đỉnh do mình mua tặng nên ko kịp chụp ảnh fback,"[0, 0, 0, 0, 0, 1, 0, 0]"
giao hàng siêu nhanh đóng_gói rất chắc_chắn chất_lượng tuyệt_vời,"[0, 0, 0, 0, 0, 0, 1, 1]"
độ bền_màu nice công_dụng nice kết_cấu nice son thơm màu đẹp xỉu giá rẻ cực thích mấy mẫu son nội_địa trung,"[1, 1, 1, 1, 0, 1, 0, 0]"
công_dụng son nà kết_cấu đẹp xinh nà chất_lượng sản_phẩm tuyệt zời ạ,"[0, 1, 0, 0, 0, 0, 0, 0]"
chất son mịn màu son lên đều săn đc sale nên giá rất mềm được tặng thêm 1 cây con nhỏ,"[0, 1, 0, 1, 0, 1, 0, 0]"
hm chất son mình kh thích lắm màu cũng hơi oke thôi nha,"[0, 1, 0, 0, 0, 1, 0, 0]"
son khi thử lên trên t rất mướt nhưng khi dùng trên môi thì không đi nhưng tiền nào của đấy thôi,"[0, 1, 0, 1, 0, 0, 0, 0]"
màu đẹp nha mọi người mình đã mua 3 cây của hãng này rồi xài son mịn màu đẹp chỉ có là ăn_uống thì cũng mau bị trôi lắm á,"[1, 1, 0, 0, 0, 1, 0, 0]"
ui son đẹp nhất từ trc tới giờ mình dùng son ko bị bột đánh lên mịn môi lắm,"[0, 1, 0, 0, 0, 0, 0, 0]"
son lên_da hơi bị bợt phù_hợp làm base rồi mix màu đậm hơn là ổn,"[0, 0, 0, 0, 0, 1, 0, 0]"
giao hàng quốc_tế nhưng ship nhanh hàng mẫu_mã đẹp chưa dùng thử,"[0, 0, 0, 0, 0, 0, 1, 0]"
màu xinh mua nhiều rùi,"[0, 0, 0, 0, 0, 1, 0, 0]"
son lên môi mướt mịn thiết_kế kh đẹp lắm nhưng xài khá ổn nên mua,"[0, 1, 0, 0, 0, 0, 0, 0]"
son xinh từ vỏ đến màu son á ncl giá rẻ nhma ưng giao hàng nhanh,"[0, 0, 0, 1, 0, 1, 1, 0]"
giao hàng hong nhanh cũng hong chậm chất_lượng sp thì tuỵt zời hớt sảy con pà pảy còn được tặng thim 1 cây son mặt_nạ môi zới cái mặt_nạ giống hình quả trứng eé siu thích,"[0, 0, 0, 0, 0, 0, 1, 0]"
son mua lần thứ victory_hand nhưng vẫn mê màu cũ đỏ nâu nên vẫn mua lại y_như thỏi trước từng mua nhìn_chung là khỏi bàn mua lần thứ hai là biết mê thế_nào rùi smiling_face_with_heart eyes mng nên mua nha,"[0, 0, 0, 0, 0, 1, 0, 0]"
đánh lên tay màu đẹp xỉu nhưng bà nào da ngăm hay môi môi hơi thâm thì né cái màu 203 ra nha đánh lên màu như màu hồng_đào trông sợ lắm da trắng đánh màu 203 này thì đẹp xỉu luôn màu 107 đánh cũng ok,"[0, 0, 0, 0, 0, 1, 0, 0]"
màu son đẹp lắm ạ mềm mịn thơm nữa mọi người nên mua nha beaming_face_with_smiling_eyes,"[0, 1, 1, 0, 0, 1, 0, 0]"
chất_lượng tốt màu lên đẹp vỏ son rất xinh sẽ ủng_hộ tiếp smiling_face_with_hearts,"[0, 0, 0, 0, 0, 1, 0, 0]"
chất_lượng tuyệt_vời do dịch nên giao hơi lâu xíu hình_ảnh chỉ mang tính_chất nhận xu,"[0, 0, 0, 0, 0, 0, 1, 0]"
chất_lượng sản_phẩm tuyệt mùi son như mùi kẹo màu son lên màu đẹp,"[0, 0, 1, 0, 0, 1, 0, 0]"
màu 301 đẹp chất son mịn thơm như mùi kẹo màu 203 tô lên kiểu hồng cánh sen mọi ng cẩn_thận nha,"[0, 1, 1, 0, 0, 1, 0, 0]"
xin chào hôm_nay vũ_trụ lại có tin nhắn gửi tới bạn love_letter realove của bạn bao_giờ mới tới hãy chọn một tụ bài bạn bị thu_hút nhất sau đó đọc kết_quả sau một tiếng nữa nhé red_heart trải bài ứng với các bạn đang độc_thân,"[0, 0, 0, 0, 1, 0, 0, 0]"
chất_lượng sản_phẩm tuyệt_vời rất ưng_ý y_như hình luôn và giao hàng nhanh,"[0, 0, 0, 0, 0, 0, 1, 0]"
son giao hơi lâu nma kh sao chất_thơm son mướt xinh sẽ quay lại ủng_hộ tiếp,"[0, 1, 1, 0, 0, 0, 1, 0]"
son xịn lắm lun thỏi này thỏi thứ 1090 rùi á mềm mượt thơm mauyuỳu đẹp nên mua,"[0, 1, 1, 0, 0, 1, 0, 0]"
son đẹp mê_li luôn giao hàng nhanh,"[0, 0, 0, 0, 0, 0, 1, 0]"
rất tuyệt son màu đẹp và cực_kì chất_lượng rất đáng mua đó mọi người,"[0, 0, 0, 0, 0, 1, 0, 0]"
shop giao hàng đúng mẫu đóng_gói cẩn_thận người bán đã gửi_gắm tình_cảm vào từng sản_phẩm của mình cảm_ơn shop nhiều,"[0, 0, 0, 0, 0, 0, 1, 1]"
thỏi rất là đẹp nè đóng_gói rất xịn luôn chưa dùng nen cũng kb sao nhưng mà chất so rất ok nha m g ơi,"[0, 1, 0, 0, 0, 0, 0, 1]"
sản_phẩm dùng rất là ok ah mọi ng nên mua nha giao hàng cũng nhanh nữa,"[0, 0, 0, 0, 0, 0, 1, 0]"
son chất đẹp khá lì có lớp màu nhẹ sau khi trôi,"[1, 1, 0, 0, 0, 0, 0, 0]"
rất thích mua hàng ở skinfod vì giao hàng rất nhanh mà_còn đúng sản_phẩm,"[0, 0, 0, 0, 0, 0, 1, 0]"
màu 402 với màu 502 mình thấy khá giống nhau cam gạch 402 đậm hơn màu đẹp son hơi dễ trôi nhưng với giá này không yêu_cầu gì nữa,"[1, 0, 0, 1, 0, 1, 0, 0]"
do dịch_bệnh nên giao hàng có chút hơi lâu_shop gói hàng cẩn_thận ok chỉ có điều son nhanh trôi ko để đc lâu,"[1, 0, 0, 0, 0, 0, 1, 1]"
kt,"[0, 0, 0, 0, 1, 0, 0, 0]"
OK_hand,"[0, 0, 0, 0, 1, 0, 0, 0]"
xinh lắm nha nên mua nha mn quá rẻ lun son mùi cũng thơm mùi hơi giống mùi dâu_tây ý,"[0, 0, 1, 1, 0, 0, 0, 0]"
son xinh lắm luôn màu đẹp lắm red_heart,"[0, 0, 0, 0, 0, 1, 0, 0]"
công_dụng son bôi lên môi khá đẹp có mùi dễ_chịu chất son êm lắm nha dễ tán kết_cấu ổn độ bền_màu chưa đánh_giá được giá cũng rẻ chất_lượng ổn khâu chuẩn_bị hàng của shop khá lâu phải nhắn_tin shop mới đi hàng cho khách mong_shop có_thể cải_thiện,"[1, 1, 1, 1, 0, 0, 1, 0]"
son đẹp nhưng mà thiên về đỏ ít nâu lắm giao hàng hơi lâu,"[0, 0, 0, 0, 0, 1, 1, 0]"
xinh lắm luôn ạ trông màu đẹp cute muốn xỉu lại còn mịn và lì nữa,"[1, 1, 0, 0, 0, 1, 0, 0]"
mình thích 302 nhưng mà tán khó vì nó quá lì_lì như màu_nước ấy màu 403 tán dễ cũng đẹp nữa giao đủ và đúng hàng nhưng mà có 2 4 gam thôi hơi bé và nhẹ hơn tưởng_tượng,"[1, 1, 0, 0, 0, 1, 1, 0]"
sản_phẩm rất tốt so với giá tiền lên màu đẹp lắm nha thumbs_up,"[0, 0, 0, 1, 0, 1, 0, 0]"
công_dụng son lì nâu trôi giao hàng thì hơi lau hình_ảnh mang tính_chất nhận xu,"[1, 0, 0, 0, 0, 0, 1, 0]"
đóng gói sản_phẩm đẹp và chắc màu quá xinh chất mịn giao hàng nhanh,"[0, 1, 0, 0, 0, 1, 1, 1]"
màu ổn,"[0, 0, 0, 0, 0, 1, 0, 0]"
màu xinh xỉu giống br 12 vậy as,"[0, 0, 0, 0, 0, 1, 0, 0]"
son chất mịn k bị nặng môi bên ngoài vỏ son cũng khá ưng nha mọi người nên mua nhé,"[0, 1, 0, 0, 0, 0, 0, 0]"
sản_phẩm ok lắm ạ cho shop 5 sao lần sau mình sẽ ủng_hộ tiếp red_heart,"[0, 0, 0, 0, 1, 0, 0, 0]"
săn sale 24 k cho 1 thỏi son quá ưng_ý chất son mịn đánh lên môi chuẩn màu,"[0, 1, 0, 1, 0, 1, 0, 0]"
chào bạn nếu thấy không còn nhiều bất_cập trong trường_hợp không nên ăn các món đặc_sản nổi_tiếng,"[0, 0, 0, 0, 1, 0, 0, 0]"
son về đẹp lắm nè pleading_face màu xịn lắm lun ưa nhất là vỏ son í xinh xỉu smiling_face_with_hearts_shop gói hàng siu uy_tín smiling_face_with_heart eyes,"[0, 0, 0, 0, 0, 1, 0, 1]"
đóng gói cẩn_thận mua bên shop nên yên_tâm chất_lượng,"[0, 0, 0, 0, 0, 0, 0, 1]"
đóng gói hàng chắc_chắn sản_phẩm,"[0, 0, 0, 0, 0, 0, 0, 1]"
màu siêu siêu đẹp fan chung thành của bia giao hàng nhanh 10 sao,"[0, 0, 0, 0, 0, 1, 1, 0]"
đơn hàng giao nhanh bia 24 thì màu siêu đẹp khỏi nói rồi ạ hihi,"[0, 0, 0, 0, 0, 1, 1, 0]"
màu đẹp mướt lắm luôn,"[0, 1, 0, 0, 0, 1, 0, 0]"
trời ơi săn được sale quá_ư rẻ luôn ý mà shop gói rất cẩn_thận trông thỏi son sang xịn mịn luôn mình mua tặng bạn nên chưa thử được chất son,"[0, 1, 0, 1, 0, 0, 0, 1]"
son thơm màu xinh vỏ cũng sang xịn mịn giá cũng rẻ hahahaha,"[0, 1, 1, 1, 0, 1, 0, 0]"
mình chưa thử lên môi nhưng quẹt 1 chút ra_tay thì thấy nó lì lắm á qua 1 lần tắm mà vẫn còn thấy vết son thấy review tốt nên mua về xài thử chứ chưa xài đồ của hãng bao_giờ nếu tốt mình chắc chắc sẽ đặt thêm video mang tính_chất nhận xu ah,"[1, 0, 0, 0, 0, 0, 0, 0]"
son đẹp lắm luôn ý còn giao hàng nhanh nữa đáng tiền mua lắm nha kissing_face_with_closed_eyes,"[0, 0, 0, 1, 0, 0, 1, 0]"
son nhỏ xinh lắm luôn ý growing_heart nhưng màu bên ngoài khác hơn màu trên bảng của hãng đăng face_with_tears_of_joy,"[0, 0, 0, 0, 0, 1, 0, 0]"
son của nhà bia thì khỏi nói rồi thích dã_man mình có cả chục thỏi các ver khác nhau son đắt tiền mình cũng có nhiều nhưng dùng thấy ưng mỗi chất của nhà bia đã thế còn mua son còn đc tặng bao lì_xì với cái gương xinh xỉu,"[0, 1, 0, 0, 0, 0, 0, 0]"
màu son lên đẹp son bóng thì mùi bạc_hà còn son kem lì thì mùi sáp quá nên mình ko thích mùi son cho lắm,"[0, 0, 1, 0, 0, 1, 0, 0]"
cây son đẹp chất son ok giá quá rẻ sẽ ủng_hộ thêm màu lên môi chuẩn,"[0, 1, 0, 1, 0, 1, 0, 0]"
màu xinh nhá màu này đánh nhạt cũng xinh mua tặng bạn nên ko chụp hình lại đc nói_chung ok ko có gì chê son chất kem ko khô môi bị cái hay dây ra thành ly cốc nhanh bay_màu,"[1, 1, 0, 0, 0, 1, 0, 0]"
check mã_vạch ra sản_phẩm nên mua kg biết đẹp không nhưng hài_lòng,"[0, 0, 0, 0, 1, 0, 0, 0]"
quá đẹpo nhoeé rất là nên mua mình mua 1 thỏi 1 kem mà đc tặng thêm 1 cây nữa ưng,"[0, 0, 0, 0, 1, 0, 0, 0]"
hình_ảnh và video k liên_quan,"[0, 0, 0, 0, 1, 0, 0, 0]"
son đẹp đáng tiền mua lần sau sẽ ủng_hộ hình_ảnh mang tc nhận xu,"[0, 0, 0, 1, 0, 0, 0, 0]"
đẹp nha mn môi mềm ai lần thứ 2 mình mua rồi ạ,"[0, 0, 0, 0, 1, 0, 0, 0]"
vì hàng nước_ngoài nên giao hơi lâu nha hàng xinh xịn đẹp lắm huhu loudly_crying_face,"[0, 0, 0, 0, 0, 0, 1, 0]"
shop giao hàng nhanh đúng sản_phẩm hàng chất_lượng màu lên môi đẹp lì lâu trôi ok,"[1, 0, 0, 0, 0, 1, 1, 0]"
màu thật_sự rất tự_nhiên mix thêm màu tươi ở lòng môi nữa rất xinh,"[0, 0, 0, 0, 0, 1, 0, 0]"
lần đầu mua son của hãng shop giao đúng màu màu son đẹp_shop giao hàng khá nhanh đóng_gói không dùng túi bóng mà cũng may là không bị móp méo gì,"[0, 0, 0, 0, 0, 1, 1, 1]"
công_dụng msaf mình thấy màu khá đẹp với tôn da á ban_đầu mh thích kiểu hơi nâu đất cam cam mà cái này hơi nghiêng màu gạch ý nhưng cũng ok bôi lên_da tay thì thấy màu chuẩn hơn môi các b muốn lên đúng màu chắc phải dùng ít che khuyết_điểm lên môi á chất mịn ok nha,"[0, 1, 0, 0, 0, 1, 0, 0]"
god nên mua ạ đáng tiền màu siu xinh ạ,"[0, 0, 0, 1, 0, 1, 0, 0]"
son lên màu đẹp chất son rất mịn xinhjhb,"[0, 1, 0, 0, 0, 1, 0, 0]"
màu ở ngoài đậm hơn trong video nha mn chất son khá ok mùi son ko quá nồng chấp_nhận đc giá_thành ổn_áp đối vs sv hs mua nha mua nha,"[0, 1, 1, 1, 0, 1, 0, 0]"
đã nhận đc hàng theo cảm_nhận bản_thân mình thấy màu 23 đẹp hơn 25 nhiều đongs gói kỹ càng nhưng son có dấu giệu bị mở hộp,"[0, 0, 0, 0, 0, 1, 0, 1]"
son xinh không bị khô môi giao hàng siêu nhanh shope mal nên chắc_chắn uy_tín,"[0, 1, 0, 0, 0, 0, 1, 0]"
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn,"[0, 0, 0, 0, 0, 0, 0, 1]"
giao hàng nhanh ship bơ nhiệt_tình mài đẹp thumbs_up,"[0, 0, 0, 0, 0, 1, 1, 0]"
chất_lượng sản_phẩm tốt thời_gian giao hàng nhanh shop phục_vụ tốt,"[0, 0, 0, 0, 0, 0, 1, 0]"
hàng chất_lượng tốt tuy giao hàng hơi lâu nhưng chất_lượng tốt là được rồi,"[0, 0, 0, 0, 0, 0, 1, 0]"
sản_phẩm tới hơi lâu so với dự_kiến nhma vẫn k sao hàng nhận đầy_đủ nhưng đóng_gói hơi lỏng_lẻo,"[0, 0, 0, 0, 0, 0, 1, 1]"
màu đẹp rất sáng da nói_chung là màu này rất hợp nhiều loại da nên mua,"[0, 0, 0, 0, 0, 1, 0, 0]"
son lên màu đẹp lắm đóng_gói cẩn_thận thời_gian giao hàng cũng nhanh nữa,"[0, 0, 0, 0, 0, 1, 1, 1]"
siêu đẹp luôn ạ nên mua nhà cả nhà ơi giao hành nhanh hình_ảnh manh tc nhận xu,"[0, 0, 0, 0, 0, 0, 1, 0]"
chỉ muốn khoe với các bạn về thành_quả sau hơn 1 năm cứ ngỡ phải mang răng sắt hơn 2 năm mà ko ngờ răng lại dịch_chuyển nhanh và đúng lộ_trình như vậy mình được bác_sĩ báo tháng sau tháo niềng nè có răng đẹp ăn tết rồi đồng niềng ơi hisimle,"[0, 0, 0, 0, 1, 0, 0, 0]"
son chất đẹp gói hàng cẩn_thận dễ_thương m còn nhận được thiệp giáng_sinh màu đẹp siêu ưng ạ,"[0, 1, 0, 0, 0, 1, 0, 1]"
màu đẹp xỉu up xỉu down nha cả nhà nhưng sớm ko lì dễ trôi nha,"[1, 0, 0, 0, 0, 1, 0, 0]"
ê má nói thiệt màu 104 này xinh muốn xĩu ai mà da trung_bình là mua cây này đánh kiểu mlb lun á xinh cực có cái mùi nó cứ sai sai thum_thủm hắc hắc kiểu j á,"[0, 0, 1, 0, 0, 1, 0, 0]"
chất son mịn thơm màu xinh lắm ạ vỏ son cũng siêu xinh luôn ạ mua về dùng thử mà ưng hết nấc,"[0, 1, 1, 0, 0, 1, 0, 0]"
son đẹp sang xịn mịn giao hàng cũng nhanh đóng_gói cẩn_thận hơn rồi đáng tiền chất_lượng sản_phẩm tuyệt_vời,"[0, 0, 0, 1, 0, 0, 1, 1]"
công_dụng đẹp kết_cấu đẹp thơm độ bền_màu son khá lì kh khô môi son test ra_tay thì rõ ánh cam lắm nma lên môi thì xinh xĩu luôn ra cam đất có điều t kh thích mùi son lắm chắc do quen dùng son thơm như merzy với bg r k khá đáng thử,"[1, 1, 1, 0, 0, 1, 0, 0]"
giao hàng hơi lâu do hàng quốc_tế nhưng đóng_gói rất cẩn_thận màu khá đẹp,"[0, 0, 0, 0, 0, 1, 1, 1]"
